COVID-19 Deaths;Total Deaths;Pneumonia Deaths;Pneumonia and COVID-19 Deaths;Influenza Deaths;Pneumonia Influenza or COVID-19 Deaths
0;13;0;0;0;0
;41;;;0;
;36;;;0;
;54;;;0;
;65;;;0;12
;133;;0;0;10
32;696;67;18;0;81
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;13;;0;0;
0;17;;0;0;
;26;;;0;
;26;;;0;
;31;;0;0;
;50;;0;0;
10;116;13;;0;16
;87;11;;0;12
10;141;14;;0;18
;148;16;;0;18
;213;18;;0;21
15;379;41;11;0;45
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;10;;0;0;
0;;;0;0;
0;14;;0;0;
0;18;;0;0;
0;20;;0;0;
;35;;0;0;
;79;;;0;11
;57;;;0;
;83;11;;0;12
0;81;;0;0;
;88;;;0;10
17;317;26;;0;36
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;10;;0;0;
;12;;;0;
;;;;0;
;11;0;0;0;
;15;;0;0;
;37;;;0;
;30;;;0;
;58;;;0;
;67;;;0;10
;125;;0;0;11
15;672;40;;0;49
0;;0;0;0;0
0;11;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;11;0;0;0;0
0;14;0;0;0;0
0;15;0;0;0;0
;28;;;0;
;36;;;0;
0;32;;0;0;
0;42;;0;0;
0;117;;0;0;
0;89;;0;0;
;117;14;;0;20
;145;10;;0;10
;208;;;0;
12;377;26;;0;32
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;11;0;0;0;0
0;13;0;0;0;0
0;13;0;0;0;0
;21;;;0;
;25;;;0;
0;19;0;0;0;0
0;25;0;0;0;0
0;74;;0;0;
0;55;;0;0;
;78;11;;0;15
;77;;;0;
;87;;;0;
;295;14;0;0;17
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;11;0;0;0;0
0;13;;0;0;
0;17;;0;0;
0;43;;0;0;
0;34;;0;0;
;39;;0;0;
0;68;;0;0;
;121;;0;0;
13;711;45;;0;54
0;;0;0;0;0
0;12;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;13;;;0;
;19;;;0;
;24;;;0;
;27;;;0;
;28;;;0;
;39;;;0;
;123;;;0;10
0;95;;0;0;
;154;14;0;0;16
;142;;0;0;
;215;11;0;0;14
;359;18;;0;21
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;10;;;0;
;17;;;0;
0;17;0;0;0;0
;17;;;0;
;19;;;0;
0;25;;0;0;
0;74;;0;0;
0;56;;0;0;
;87;;0;0;
0;72;;0;0;
0;74;;0;0;
;352;27;;0;33
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;;;;0;
;10;;;0;
0;;0;0;0;0
;14;;;0;
;49;;;0;
0;39;;0;0;
0;67;;0;0;
;70;;0;0;
;141;;0;0;11
35;749;64;24;0;75
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;12;0;0;0;0
0;15;0;0;0;0
;16;;;0;
;26;;;0;
;29;;;0;
;34;;;0;
;50;10;;0;10
10;130;15;;0;18
;101;;;0;11
;145;13;;0;16
;173;15;;0;17
;217;15;;0;18
22;402;38;16;0;44
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;10;;;0;
;17;;;0;
;16;;;0;
;20;;;0;
;31;;;0;
;84;11;;0;11
;66;;;0;
;86;;;0;10
;93;;;0;
;91;;;0;
13;347;26;;0;31
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;13;0;0;0;0
;14;;;0;
;19;;;0;
;46;;;0;
;35;;0;0;
;59;;;0;
;80;;;0;
;126;;;0;
119;848;128;76;;171
0;;;0;0;
0;17;;0;0;
0;;0;0;0;0
0;;;0;0;
0;;0;0;0;0
0;16;0;0;0;0
;19;;;0;
;29;;;0;
;32;;;0;
;36;;;0;
11;56;11;;0;14
30;129;23;19;;34
23;97;16;13;;26
37;205;44;28;0;53
18;183;26;13;0;31
24;233;21;10;0;35
73;466;72;46;;99
0;;0;0;0;0
0;;;0;0;
0;;0;0;0;0
0;;;0;0;
0;;0;0;0;0
0;;0;0;0;0
;11;;;0;
;19;;;0;
;21;;;0;
;20;;;0;
;27;;;0;
20;82;11;10;;21
16;67;;;;17
19;122;29;17;0;31
12;102;13;;0;17
13;105;;;0;16
46;382;56;30;0;72
0;;;0;0;
0;;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;;;;0;
;10;;;0;
0;11;0;0;0;0
0;16;;0;0;
;29;;;0;
10;47;12;;0;13
;30;;;0;
18;83;15;11;0;22
;81;13;;0;14
11;128;12;;0;19
116;851;122;78;0;160
;;;;0;
;;;;0;
0;;0;0;0;0
0;0;0;0;0;0
;13;;;0;
;19;;;0;
;23;;;0;
;28;;;0;
;30;;;0;
;38;;;0;
;46;;;0;
17;127;14;;0;22
15;101;13;;0;19
34;182;33;23;0;44
34;208;38;24;0;48
25;240;27;16;0;36
62;435;66;44;0;84
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
;10;;;0;
;14;;;0;
;14;;;0;
;19;;;0;
;20;;;0;
;22;;;0;
;27;;0;0;
;65;;;0;11
;49;;;0;
19;107;17;14;0;22
22;107;25;17;0;30
;98;10;;0;14
54;416;56;34;0;76
;;;;0;
;;;;0;
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
;16;;;0;
;19;;;0;
;62;;;0;11
;52;;;0;11
15;75;16;;0;22
12;101;13;;0;18
16;142;17;11;0;22
149;907;122;73;;199
0;;0;0;0;0
0;13;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;13;0;0;0;0
0;21;0;0;0;0
;19;;;0;
;23;;;0;
;32;;;0;
;41;;;0;
17;53;11;10;0;18
36;150;28;21;;44
24;120;21;15;;31
32;171;36;20;0;48
34;195;29;14;0;49
35;293;18;;0;45
88;504;63;38;;114
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
0;16;0;0;0;0
0;13;0;0;0;0
;16;0;0;0;
;23;;;0;
;26;;;0;
10;29;;;0;10
22;91;14;11;;26
16;75;12;;;20
17;107;16;;0;24
20;113;14;;0;27
23;130;14;;0;31
61;403;59;35;0;85
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;;;;0;
;;;;0;
;;;;0;
;15;;;0;
;24;;;0;
14;59;14;10;0;18
;45;;;0;11
15;64;20;11;0;24
14;82;15;;0;22
12;163;;;0;14
170;939;152;112;;215
0;10;;0;0;
0;16;;0;0;
0;;0;0;0;0
0;;0;0;0;0
;14;0;0;0;
;22;0;0;0;
;18;;;0;
;23;;;0;
;35;;;;
;44;;;;10
17;58;11;11;0;17
46;165;31;29;;49
35;132;24;22;;38
43;184;45;34;0;54
35;198;33;22;0;46
30;287;30;17;;46
92;471;77;56;;114
0;;;0;0;
0;;;0;0;
0;;0;0;0;0
0;;0;0;0;0
;;0;0;0;
;12;0;0;0;
;;0;0;0;
;12;;;0;
;20;;;0;
;28;;;0;
;33;;;0;
26;93;18;16;;29
22;77;16;14;;25
22;107;21;14;0;29
21;99;15;13;0;23
14;113;16;;0;21
78;468;75;56;;101
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
;10;;;0;
;11;;;0;
;15;;;;
;16;;;;
10;25;;;0;10
20;72;13;13;0;20
13;55;;;0;13
21;77;24;20;0;25
14;99;18;;0;23
16;174;14;;;25
183;990;156;110;;237
0;;0;0;0;0
;10;0;0;0;
;;0;0;0;
0;;0;0;0;0
;15;0;0;0;
0;13;0;0;0;0
;15;;;0;
;28;;;0;
;40;;;0;
;42;;;0;
10;47;13;;0;14
32;142;28;21;;40
27;114;21;17;;32
50;197;44;33;;64
50;248;39;27;;64
39;310;33;20;;54
114;523;92;67;;142
0;;0;0;0;0
;;0;0;0;
;;0;0;0;
0;0;0;0;0;0
0;13;0;0;0;0
0;12;0;0;0;0
0;10;0;0;0;0
;17;;;0;
;24;;;0;
;22;;;0;
;23;;;0;
20;82;16;12;0;24
18;67;12;10;0;20
27;115;26;19;;36
36;136;23;18;;42
24;132;19;13;0;30
69;467;64;43;;95
0;0;0;0;0;0
;;0;0;0;
0;0;0;0;0;0
0;;0;0;0;0
;;0;0;0;
0;;0;0;0;0
;;;;0;
;11;;;0;
;16;;;0;
;20;;;0;
;24;;;0;
12;60;12;;;16
;47;;;;12
23;82;18;14;;28
14;112;16;;;22
15;178;14;;;24
144;821;109;66;;192
0;;0;0;0;0
;15;0;0;;
0;;0;0;;
0;;0;0;0;0
;11;0;0;;
;16;0;0;0;
;20;0;0;0;
;24;;;0;
;34;;;0;
11;41;;;0;12
10;48;11;;0;16
27;130;21;13;0;35
23;101;14;12;0;25
28;166;29;20;0;37
40;192;31;17;;55
31;237;19;;;45
77;441;55;34;;99
0;;0;0;0;0
0;10;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;;0;0;0;
;;0;0;0;
0;10;0;0;0;0
;15;0;0;0;
;27;;;0;
;28;;;0;
;31;;;0;
17;85;14;;0;23
15;63;10;;0;17
15;98;15;11;0;19
23;98;13;10;0;26
14;99;;;;22
67;380;54;32;;93
0;;0;0;0;0
;;0;0;;
0;;0;0;;
0;0;0;0;0;0
;;0;0;;
0;;0;0;0;0
;10;0;0;0;
;;;;0;
;;;;0;
;13;;;0;
;17;;;0;
10;45;;;0;12
;38;;;0;
13;68;14;;0;18
17;94;18;;;29
17;138;10;;;23
42;734;60;18;;89
0;;0;0;0;0
;13;0;0;0;
;;0;0;0;
0;;0;0;0;0
0;12;0;0;0;0
0;18;;0;0;
0;18;;0;0;
;21;;0;0;
;17;;0;0;
;22;;;0;
;36;;;0;
;114;12;;;18
;93;11;;;15
;130;16;;0;20
10;181;11;;;18
12;235;17;;;27
23;384;32;10;;46
0;;0;0;0;0
;;0;0;0;
;;0;0;0;
0;0;0;0;0;0
0;10;0;0;0;0
0;13;0;0;0;0
0;;0;0;0;0
0;;;0;0;
0;;;0;0;
;17;;;0;
;25;;;0;
;70;;;0;
;56;;;0;
;75;;;0;10
;96;;;0;
;97;10;;;17
19;350;28;;;43
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;;0;0;
0;;;0;0;
;13;0;0;0;
;;0;0;0;
0;;;0;0;
;11;;0;0;
;44;;;;11
;37;;;;10
;55;;;0;10
;85;;;;
;138;;;;10
17;718;51;;;61
0;10;0;0;0;0
0;16;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;15;;0;0;
0;23;;0;0;
0;22;0;0;0;0
;29;;0;0;
;34;;0;0;
;34;;0;0;
;91;10;;0;10
;72;;;0;
;146;13;;;16
;180;;;0;14
;214;14;;0;14
;384;27;;0;29
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;14;;0;0;
0;16;;0;0;
0;;0;0;0;0
0;15;0;0;0;0
;21;0;0;0;
;23;;0;0;
0;57;;0;0;
0;43;;0;0;
;88;;;0;
;98;;;0;
;88;;;0;
10;334;24;;;32
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;13;0;0;0;0
;14;;0;0;
;13;;0;0;
0;11;;0;0;
;34;;;0;
;29;;;0;
;58;;;;
;82;;0;0;
0;126;;0;0;
;699;32;;;38
0;;;0;0;
0;11;;0;0;
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;14;0;0;0;0
0;14;;0;0;
0;23;;0;0;
0;28;;0;0;
0;26;;0;0;
0;38;;0;0;
;109;;;0;
;85;;;0;
0;145;;0;;
;168;;0;;10
;203;;;0;11
;355;20;;0;23
0;;;0;0;
0;;;0;0;
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;15;;0;0;
0;16;;0;0;
0;15;;0;0;
0;22;;0;0;
0;60;;0;0;
0;46;;0;0;
0;92;;0;0;
;86;;0;0;
;73;;;0;
;344;12;;;15
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;;0;0;
0;;;0;0;
0;12;;0;0;
0;11;;0;0;
0;16;0;0;0;0
;49;;;0;
;39;;;0;
0;53;0;0;;
0;82;;0;;
;130;;0;0;
19;638;49;;;66
0;15;0;0;0;0
0;20;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;;0;0;
0;10;;0;0;
;23;0;0;0;
;28;;0;0;
0;18;;0;0;
0;38;;0;0;
;98;10;;0;11
;69;;;0;10
;128;;0;0;11
;142;13;;;16
;200;15;;0;23
15;350;34;;;47
0;;0;0;0;0
0;11;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;;0;0;
0;;;0;0;
;15;0;0;0;
;18;;0;0;
0;11;;0;0;
0;27;;0;0;
;65;;;0;
;44;;;0;
;79;;0;0;10
;77;;;;10
;85;10;;0;16
;288;15;0;0;19
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
0;;;0;0;
0;11;;0;0;
;33;;0;0;
;25;;0;0;
;49;0;0;0;
0;65;;0;0;
;115;;0;0;
37;771;53;12;0;78
0;;;0;0;
0;;;0;0;
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;20;0;0;0;0
0;17;0;0;0;0
;21;;;0;
;27;;;0;
;33;;0;0;
;43;;0;0;
;122;;;0;10
;100;;;0;
;140;10;;0;18
;174;16;;0;19
15;252;16;;0;26
18;412;25;;0;37
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;13;0;0;0;0
0;11;0;0;0;0
0;15;0;0;0;0
0;20;;0;0;
;25;;0;0;
;30;;0;0;
0;67;;0;0;
0;52;;0;0;
;90;;;0;12
;107;10;;0;11
;91;;;0;
19;359;28;;0;41
0;;;0;0;
0;;;0;0;
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;;;;0;
;;;;0;
0;;;0;0;
0;13;0;0;0;0
;55;;;0;
;48;;;0;
;50;;0;0;
;67;;;0;
;161;11;;0;17
35;704;55;13;0;77
0;11;0;0;0;0
0;14;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;12;0;0;0;0
0;19;0;0;0;0
0;19;0;0;0;0
0;22;;0;0;
0;18;;0;0;
0;18;;0;0;
0;43;;0;0;
;110;;0;0;
;79;;0;0;
;139;12;0;0;17
;164;15;;0;20
21;218;21;10;0;32
13;352;27;;0;34
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;13;0;0;0;0
0;15;0;0;0;0
0;16;0;0;0;0
0;12;0;0;0;0
0;11;0;0;0;0
0;22;;0;0;
0;64;;0;0;
0;49;;0;0;
;83;;0;0;
;76;;;0;12
;85;;;0;10
22;352;28;;0;43
0;;0;0;0;0
0;10;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;;0;0;
0;;;0;0;
0;;;0;0;
0;21;;0;0;
;46;;0;0;
;30;;0;0;
;56;;0;0;
;88;;;0;
16;133;12;;0;22
38;691;52;12;0;78
0;;0;0;0;0
;11;0;0;0;
0;;0;0;0;0
;;0;0;0;
0;13;;0;0;
0;23;;0;0;
0;24;;0;0;
0;22;;0;0;
;25;;0;0;
;31;;0;0;
;40;;0;0;
;100;;;0;
;77;;;0;
;137;;;0;11
14;149;14;;0;24
14;218;17;;0;27
22;353;27;;0;42
0;;0;0;0;0
;;0;0;0;
0;;0;0;0;0
;;0;0;0;
0;;0;0;0;0
0;14;;0;0;
0;16;;0;0;
0;15;;0;0;
;18;;0;0;
;17;;0;0;
0;20;;0;0;
;57;;0;0;
;44;;0;0;
;82;;;0;
;85;;;0;13
;74;;;0;12
16;338;25;;0;36
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;;0;0;
0;;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;14;;0;0;
;20;;0;0;
;43;;;0;
;33;;;0;
;55;;;0;
;64;;;0;11
;144;10;;0;15
38;753;44;;0;76
0;;0;0;0;0
0;;;0;0;
0;0;0;0;0;0
0;0;0;0;0;0
0;;;0;0;
0;;0;0;0;0
;15;0;0;0;
;24;0;0;0;
;26;;0;0;
;27;;0;0;
0;32;0;0;0;0
;85;;;0;
;67;;;0;
;159;14;;0;19
12;203;;;0;18
16;242;13;;0;26
13;392;26;;0;35
0;;0;0;0;0
0;;;0;0;
0;0;0;0;0;0
0;0;0;0;0;0
0;;;0;0;
0;;0;0;0;0
0;12;0;0;0;0
0;18;0;0;0;0
0;18;;0;0;
0;17;;0;0;
0;19;0;0;0;0
;49;;;0;
;39;;;0;
;92;;0;0;10
;102;;;0;10
;105;;;0;
25;361;18;;0;41
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;;0;0;0;
;;0;0;0;
;;0;0;0;
;10;0;0;0;
0;13;0;0;0;0
0;36;;0;0;
0;28;;0;0;
;67;;;0;
;101;;0;0;
12;137;;;0;20
32;658;60;13;;81
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;11;0;0;;
0;12;0;0;;
;18;;;0;
;25;;;0;
;27;;;0;
;85;11;;0;12
0;71;;0;0;
;144;;;0;14
;153;16;;;23
12;229;21;;0;28
15;340;26;;;36
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;12;0;0;0;0
;17;;;0;
;52;;;0;
0;43;;0;0;
;91;;;0;
;81;;0;;12
;91;;;0;10
17;318;34;;;45
0;;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;;
0;;0;0;;
;;;;0;
;13;;;0;
;10;;;0;
;33;;0;0;
0;28;;0;0;
;53;;;0;
;72;;;;11
;138;14;;0;18
11;308;29;;;44
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
;;;;0;
;;;;0;
;;;0;;
;;;0;;
0;;0;0;;
0;;;0;0;
0;11;;0;0;
;59;;;0;
;52;;;0;
;56;;0;0;
0;68;10;0;;11
;112;;;;16
;150;19;;;23
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
;;;;0;
;;;;0;
0;;;0;0;
0;;;0;;
0;;0;0;;
0;;0;0;0;0
0;;;0;0;
;34;;;0;
;29;;;0;
;31;;0;0;
0;38;;0;0;
;41;;;0;
;158;10;;;21
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;;0;0;;
;;0;0;;
0;;0;0;0;0
0;;;0;0;
0;;;0;0;
0;25;;0;0;
0;23;;0;0;
0;25;0;0;0;0
0;30;;0;;
;71;;;;11
0;7149;620;0;99;719
0;54;;0;0;
0;88;;0;;10
0;;;0;;
0;19;;0;;
0;69;;0;;
0;115;;0;;
0;144;;0;;
0;215;;0;;12
0;287;;0;11;18
0;355;15;0;;24
0;481;32;0;;40
0;1336;113;0;23;136
0;1047;90;0;18;108
0;1552;144;0;24;168
0;1749;177;0;16;193
0;1739;158;0;13;171
0;3674;326;0;48;374
0;34;;0;0;
0;53;;0;;
0;;;0;;
0;;0;0;0;0
0;49;;0;0;
0;78;;0;0;
0;93;;0;;
0;135;;0;;
0;169;;0;;
0;199;;0;;12
0;296;22;0;;25
0;795;62;0;15;77
0;606;47;0;13;60
0;859;79;0;11;90
0;890;98;0;;105
0;665;70;0;;75
0;3475;294;0;51;345
0;20;0;0;0;0
0;35;;0;;
0;;0;0;0;0
0;10;;0;;
0;20;0;0;;
0;37;;0;;
0;51;;0;;
0;80;;0;;
0;118;;0;;11
0;156;;0;;12
0;185;10;0;;15
0;541;51;0;;59
0;441;43;0;;48
0;693;65;0;13;78
0;859;79;0;;88
0;1074;88;0;;96
0;6297;467;0;58;525
0;54;0;0;0;0
0;93;0;0;;
0;12;0;0;0;0
0;13;0;0;;
0;77;;0;;
0;129;;0;0;
0;148;;0;;
0;182;;0;;
0;224;16;0;;19
0;292;22;0;;29
0;415;24;0;;32
0;1238;84;0;16;100
0;991;71;0;12;83
0;1328;109;0;11;120
0;1537;140;0;12;152
0;1498;100;0;;106
0;3218;240;0;31;271
0;33;0;0;0;0
0;57;0;0;;
0;;0;0;0;0
0;10;0;0;;
0;52;;0;;
0;93;;0;0;
0;97;;0;;
0;104;;0;;
0;135;;0;;
0;172;10;0;;12
0;248;14;0;;17
0;761;55;0;;64
0;605;46;0;;53
0;719;57;0;;66
0;775;70;0;;74
0;537;40;0;;43
0;3079;227;0;27;254
0;21;0;0;0;0
0;36;0;0;;
0;;0;0;0;0
0;;0;0;;
0;25;;0;0;
0;36;;0;0;
0;51;0;0;;
0;78;;0;;
0;89;;0;;10
0;120;12;0;;17
0;167;10;0;;15
0;477;29;0;;36
0;386;25;0;;30
0;609;52;0;;54
0;762;70;0;;78
0;961;60;0;;63
35;6934;535;20;49;599
;49;;;0;
;86;;;0;
0;10;0;0;0;0
0;12;;0;0;
0;84;;0;0;
0;155;;0;;
0;182;;0;;
0;209;;0;0;
0;233;10;0;0;10
;315;15;0;;18
;447;26;;;31
;1276;98;;12;111
;1024;81;;10;92
12;1546;133;;17;153
11;1670;140;;10;158
;1677;134;;;143
26;3617;289;14;23;324
;32;;;0;
;60;;;0;
0;;0;0;0;0
0;;0;0;0;0
0;65;;0;0;
0;112;;0;0;
0;113;;0;0;
0;125;;0;0;
0;145;;0;0;
0;197;;0;0;
;275;17;;;19
;747;61;;;69
;596;48;;;54
10;886;78;;10;91
;875;69;;;83
;615;67;;0;67
;3317;246;;26;275
0;17;;0;0;
0;26;;0;0;
0;;0;0;0;0
0;;;0;0;
0;19;;0;0;
0;43;;0;;
0;69;;0;;
0;84;;0;0;
0;88;;0;0;
;118;;0;;11
;172;;;;12
;529;37;;;42
0;428;33;0;;38
;660;55;;;62
;795;71;;;75
;1062;67;;;76
185;6517;533;81;;643
0;51;;0;0;
0;74;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;71;;0;0;
0;143;;0;0;
0;176;;0;0;
;207;10;0;0;11
;244;22;;0;23
;297;21;;0;24
;429;29;;0;34
33;1255;109;18;;126
29;991;88;16;;103
41;1408;112;14;;140
59;1588;152;22;;190
42;1545;124;21;;147
102;3458;295;52;;349
0;30;;0;0;
0;46;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;55;;0;0;
0;109;;0;0;
0;124;;0;0;
0;133;;0;0;
;151;13;;0;13
;187;16;;0;18
;257;19;;0;23
21;770;64;;;78
19;617;52;;;64
23;803;64;13;;75
33;823;86;14;0;105
18;587;57;11;;65
83;3059;238;29;;294
0;21;0;0;0;0
0;28;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;16;0;0;0;0
0;34;;0;0;
0;52;;0;0;
;74;;0;0;
;93;;;0;10
;110;;;0;
;172;10;;0;11
12;485;45;;0;48
10;374;36;;0;39
18;605;48;;0;65
26;765;66;;;85
24;958;67;10;;82
203;6709;464;68;;602
0;46;0;0;0;0
;78;0;0;0;
;11;0;0;0;
0;;0;0;0;0
0;98;;0;0;
;167;;0;0;
;209;;;0;
;270;;;0;
;304;10;;;14
11;387;22;;;28
13;522;33;;;43
37;1306;100;10;;128
31;1011;80;;0;102
48;1419;112;17;0;143
53;1566;130;18;;166
46;1516;92;14;0;124
101;3509;262;32;;332
0;27;0;0;0;0
0;45;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;76;;0;0;
;122;;0;0;
;139;;;0;
;174;;;0;
;187;;;0;10
;250;12;;0;15
;343;20;;;27
26;798;60;;;82
21;608;46;;0;63
29;800;69;11;0;87
22;768;70;;0;85
12;552;43;;0;52
102;3200;202;36;;270
0;19;0;0;0;0
;33;0;0;0;
;;0;0;0;
0;;0;0;0;0
0;22;0;0;0;0
0;45;0;0;0;0
;70;0;0;0;
;96;0;0;0;
;117;;;;
;137;10;;;13
;179;13;;0;16
11;508;40;;0;46
10;403;34;;0;39
19;619;43;;0;56
31;798;60;11;;81
34;964;49;11;0;72
213;6548;431;71;;576
0;50;;0;0;
;86;;0;0;
;;;0;0;
0;14;0;0;0;0
0;99;;0;0;
;195;;;0;
;233;;;0;
;250;;;0;
;285;;;0;11
;353;13;0;0;19
;468;29;;0;36
32;1285;75;12;0;95
26;1011;55;10;0;71
53;1380;110;24;;140
69;1558;124;22;;173
46;1441;96;11;0;131
125;3456;236;42;;320
0;29;0;0;0;0
0;50;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;58;;0;0;
;118;;;0;
;158;;;0;
;173;;;0;
;188;;;0;
;219;;0;0;10
;285;15;0;0;19
21;775;41;;0;56
18;605;30;;0;42
30;774;58;14;;75
47;821;76;16;0;107
19;526;46;;0;61
88;3092;195;29;;256
0;21;;0;0;
;36;;0;0;
;;;0;0;
0;;0;0;0;0
0;41;0;0;0;0
;77;0;0;0;
;75;;0;0;
0;77;;0;0;
;97;;0;0;
;134;;0;0;
;183;14;;0;17
11;510;34;;0;39
;406;25;;0;29
23;606;52;10;0;65
22;737;48;;;66
27;915;50;;0;70
587;7375;699;297;;991
0;51;0;0;0;0
0;106;0;0;0;0
0;13;0;0;0;0
0;22;0;0;0;0
;106;;0;0;
;191;;0;0;
;208;;0;0;12
;238;;;0;16
20;312;14;;0;25
33;418;23;13;0;43
44;553;39;17;0;66
120;1436;139;66;0;193
95;1124;114;55;0;154
138;1570;166;64;;242
160;1761;194;85;;269
124;1655;164;67;0;221
357;4036;384;180;;562
0;30;0;0;0;0
0;66;0;0;0;0
0;;0;0;0;0
0;14;0;0;0;0
0;70;;0;0;
;135;;0;0;
;150;;0;0;
;166;;;0;
13;205;;;0;16
21;272;13;;0;29
29;346;23;11;0;41
80;863;83;46;0;117
62;678;67;36;0;93
78;916;84;31;;132
103;985;114;58;0;159
68;633;82;38;0;112
230;3339;315;117;;429
0;21;0;0;0;0
0;40;0;0;0;0
