ProcedureCode;TotalProc;pr0;pr1;pr2;pr3;pr4;pr5;pr6;pr7;pr8;pr9;pr10;pr11;pr12;pr13;pr14;pr15;pr16;pr17;pr18;pr19;pr20
87801;588;52;51;54;49;43;42;36;37;28;34;37;34;27;24;15;11;9;4;;1;
87802;59;28;3;6;2;2;1;;3;3;2;1;1;1;2;1;1;;2;;;
87803;30;1;1;;1;1;2;4;3;;4;2;1;1;3;1;1;1;2;1;;
87804;6610;1032;1407;733;588;551;451;330;320;245;170;154;124;75;106;97;87;52;32;31;15;10
87807;754;253;178;105;31;30;31;39;29;16;15;6;6;3;8;;1;2;1;;;
87880;5326;1704;1520;558;335;229;218;176;127;107;96;76;51;38;22;27;16;10;7;3;3;3
87899;2121;171;205;110;95;89;90;96;130;109;145;124;155;131;102;101;63;57;56;36;37;19
87901;2;;;;;;1;;1;;;;;;;;;;;;;
87902;9;;;;;1;;;;;;;;1;;;2;;;1;1;3
87999;8;1;1;;;;1;;;;1;;2;;;;1;;;;1;
88099;3;;;;;;1;2;;;;;;;;;;;;;;
88104;31;1;1;1;2;3;1;2;;1;1;2;3;;4;;2;1;1;;3;2
88108;101;5;6;4;1;3;3;5;7;5;4;8;6;7;7;7;4;5;3;3;5;3
88112;78;2;1;3;2;3;4;2;1;3;2;2;5;1;3;5;2;6;9;7;8;7
88141;1;;;;;;;;1;;;;;;;;;;;;;
88142;5;;;;1;;;;;2;1;1;;;;;;;;;;
88150;5;;5;;;;;;;;;;;;;;;;;;;
88153;1;1;;;;;;;;;;;;;;;;;;;;
88160;9;;;2;3;2;1;;;;;1;;;;;;;;;;
88161;15;;;;;;;;;1;1;;2;2;3;2;;1;;3;;
88164;1;;;;;;;;;1;;;;;;;;;;;;
88172;11;;;2;1;;1;;1;1;1;;;;;1;1;1;;1;;
88173;14;;1;;1;1;;;;1;1;1;1;;1;;1;2;1;;2;
88184;9;;;1;;2;;1;;;;1;2;;1;;1;;;;;
88185;33;;;;1;;2;1;2;1;1;1;2;4;2;3;2;3;2;2;2;2
88189;1;;;;;;;;;;;;;;;1;;;;;;
88233;24;10;3;2;;1;1;2;;1;;2;;;2;;;;;;;
88237;1;;;;;;1;;;;;;;;;;;;;;;
88262;11;;;;2;;2;2;;;3;;;1;;1;;;;;;
88264;1;;;;;;;;1;;;;;;;;;;;;;
88280;2;;;;;1;;;1;;;;;;;;;;;;;
88283;1;1;;;;;;;;;;;;;;;;;;;;
88291;2;;;;;;;;;1;;1;;;;;;;;;;
88299;1;;;;;;;1;;;;;;;;;;;;;;
88300;176;8;13;12;13;16;17;9;15;13;9;11;9;10;8;2;1;2;5;1;1;1
88302;45;2;3;4;3;1;2;2;11;9;1;4;;3;;;;;;;;
88304;454;13;16;47;29;16;29;39;40;32;43;27;23;17;29;19;8;8;4;5;5;5
88305;2079;105;85;134;133;121;126;145;176;203;144;123;95;91;74;67;56;42;50;53;26;30
88307;38;3;4;3;2;1;3;;1;3;1;3;;1;3;4;1;1;;2;1;1
88309;15;3;;;1;2;2;1;1;1;;2;1;1;;;;;;;;
88311;27;1;;1;1;2;6;2;1;1;2;1;2;;;2;3;;;;1;1
88312;139;;5;7;4;6;5;4;11;3;8;8;8;9;11;11;6;9;5;9;5;5
88313;102;2;2;6;11;4;7;5;1;9;5;7;5;5;2;4;5;4;5;5;4;4
88321;4;;;;;;;;1;;;;;;;;;;1;;2;
88323;1;;;;;;;;;;;;1;;;;;;;;;
88331;15;;;;;;2;2;1;;3;;2;1;1;;2;;;1;;
88333;3;;1;1;;;;;;;;;;1;;;;;;;;
88342;117;1;2;6;4;5;7;7;9;8;4;9;7;7;8;4;3;6;7;5;5;3
88346;2;;;;1;;;;;;;;;1;;;;;;;;
88347;3;;;;;1;;;;;;1;;;1;;;;;;;
88348;1;;;;;;;;;;;;;;1;;;;;;;
88360;6;;;;;;;;;2;1;;1;;;;;;1;;;1
88361;1;;;;;;;;;;;;;;1;;;;;;;
88365;1;;;;;;;1;;;;;;;;;;;;;;
88368;2;;;;;;;;;;;;;1;;;;;;1;;
88384;1;;;;;;;;1;;;;;;;;;;;;;
88385;1;;;;;;;;;1;;;;;;;;;;;;
88387;1;;;;;;;;;;;;;;;1;;;;;;
88399;3;;;;;;;;;;;;;;;;;;2;1;;
88720;2;;1;;;;;;;;;;;;;;;1;;;;
88740;3;2;;;;;1;;;;;;;;;;;;;;;
88749;1;;;;;;;;;;;1;;;;;;;;;;
89050;804;9;31;42;50;49;74;86;43;42;62;51;37;54;44;24;28;23;16;12;17;10
89051;3518;36;77;115;148;173;208;228;210;254;314;290;295;257;191;182;151;120;82;82;68;37
89055;1145;39;39;51;59;86;74;108;83;97;75;69;61;51;48;50;38;34;28;17;22;16
89060;317;3;19;26;30;26;34;27;22;17;19;21;15;12;17;7;5;3;6;2;3;3
89125;4;;;;;1;;1;;;1;;;;1;;;;;;;
89190;11;;;;;;1;;1;;;;1;1;1;2;;1;1;2;;
89220;93;;1;22;10;8;5;6;10;9;7;6;2;1;;1;1;1;;2;;1
89240;5;;1;1;;;;;;;;1;1;;1;;;;;;;
89254;1;1;;;;;;;;;;;;;;;;;;;;
90283;1;;;;1;;;;;;;;;;;;;;;;;
90371;15;4;2;2;2;1;;;1;1;2;;;;;;;;;;;
90375;118;50;19;17;14;7;6;1;1;1;;;1;1;;;;;;;;
90376;50;14;13;13;5;;2;;;1;1;1;;;;;;;;;;
90378;6;4;1;;;;;;;;;;1;;;;;;;;;
90384;375;23;96;100;25;9;15;8;15;16;24;14;9;7;4;2;4;2;;2;;
90385;78;9;32;5;1;1;4;2;4;2;1;4;3;4;2;;1;1;1;;1;
90386;17;7;8;;;;1;;;;;;1;;;;;;;;;
90389;52;10;11;14;12;3;1;;;;;;;;;;;;;1;;
90399;1;1;;;;;;;;;;;;;;;;;;;;
90460;253;41;84;45;26;9;9;6;7;5;2;4;3;2;2;1;4;1;;2;;
90461;5;;1;;1;;1;1;1;;;;;;;;;;;;;
90471;56613;11827;15025;11730;7023;3543;1830;1046;773;640;492;447;410;343;320;255;245;185;151;125;120;83
90472;173;12;21;35;33;26;9;12;6;5;4;5;1;;;2;;1;;;;1
90473;1;;;1;;;;;;;;;;;;;;;;;;
90474;1;;1;;;;;;;;;;;;;;;;;;;
90476;1;;1;;;;;;;;;;;;;;;;;;;
90585;13;1;4;;;;;2;1;2;1;;;;;1;;;;1;;
90586;1;1;;;;;;;;;;;;;;;;;;;;
90632;1;;1;;;;;;;;;;;;;;;;;;;
90636;3;;1;1;;;;;;;;;;;;1;;;;;;
90648;1;;1;;;;;;;;;;;;;;;;;;;
90656;197;11;13;7;8;12;6;5;7;5;4;6;17;9;11;14;15;7;8;5;13;14
90657;1;;;;1;;;;;;;;;;;;;;;;;
90658;77;13;12;6;3;3;3;;1;3;3;2;2;2;2;5;7;1;7;;;2
90661;4;4;;;;;;;;;;;;;;;;;;;;
90662;1;;;;;;;;;;;;;;;;;;1;;;
90669;7;;;1;;;2;;;;;;;2;;;;;;2;;
90670;4;2;1;;1;;;;;;;;;;;;;;;;;
90675;453;185;131;74;26;22;5;5;;2;2;;1;;;;;;;;;
90676;13;2;6;3;;2;;;;;;;;;;;;;;;;
90698;1;;;;1;;;;;;;;;;;;;;;;;
90700;1069;215;362;296;94;25;19;10;6;7;9;7;2;6;2;2;3;1;1;1;;1
90701;5992;1006;2659;906;499;256;136;96;83;79;57;55;42;36;26;21;11;6;5;5;6;2
90702;28;7;9;5;2;;2;;;;1;;2;;;;;;;;;
90703;1086;177;305;244;144;80;42;26;21;7;13;8;6;3;2;2;;2;2;;1;1
90707;2;2;;;;;;;;;;;;;;;;;;;;
90714;3672;576;1141;763;396;246;148;89;72;45;34;28;23;27;18;17;12;13;9;4;7;4
90715;28819;5218;8612;5969;3242;1698;914;647;391;363;279;254;231;190;201;139;144;86;87;59;55;40
90716;4;3;1;;;;;;;;;;;;;;;;;;;
90718;4539;1050;1661;807;322;198;113;78;66;53;40;34;31;27;18;14;8;10;5;;2;2
90719;67;;39;23;5;;;;;;;;;;;;;;;;;
90721;2;;;;;1;;;;;;;;;1;;;;;;;
90723;4;2;;2;;;;;;;;;;;;;;;;;;
90732;866;18;13;16;9;10;7;20;20;28;30;44;52;59;71;83;64;69;72;78;57;46
90734;1;;;;1;;;;;;;;;;;;;;;;;
90743;1;1;;;;;;;;;;;;;;;;;;;;
90744;21;5;7;2;2;1;1;1;;;;;;;2;;;;;;;
90746;48;11;13;5;3;2;2;2;3;3;;2;;;1;;;;;;1;
90748;1;;1;;;;;;;;;;;;;;;;;;;
90749;160;8;13;40;57;22;8;2;3;1;2;;1;;1;;;1;1;;;
90801;3049;2785;127;74;20;15;12;5;5;2;2;;1;;;;;;;;;1
90802;681;681;;;;;;;;;;;;;;;;;;;;
90804;847;847;;;;;;;;;;;;;;;;;;;;
90806;178;177;;;;;;1;;;;;;;;;;;;;;
90807;3;3;;;;;;;;;;;;;;;;;;;;
90808;8;8;;;;;;;;;;;;;;;;;;;;
90809;2;2;;;;;;;;;;;;;;;;;;;;
90810;2;1;1;;;;;;;;;;;;;;;;;;;
90816;3;;;;1;1;1;;;;;;;;;;;;;;;
90847;4;1;1;;1;;1;;;;;;;;;;;;;;;
90853;2;;;;;;;;1;1;;;;;;;;;;;;
90862;9;5;;;;;;1;1;2;;;;;;;;;;;;
90870;2;1;;;;;;;1;;;;;;;;;;;;;
90899;37;30;1;3;;1;;;;;;;;;2;;;;;;;
90935;451;251;40;15;10;4;2;3;6;5;4;8;12;10;7;8;13;14;9;9;7;14
90937;34;3;3;;;;;1;4;3;5;3;3;1;1;2;2;;2;1;;
90945;31;14;2;1;1;;;;1;1;;2;;2;1;;1;1;2;2;;
90947;2;1;;;;;;;;;;;;;;1;;;;;;
90962;3;3;;;;;;;;;;;;;;;;;;;;
90969;1;1;;;;;;;;;;;;;;;;;;;;
90970;149;111;22;10;1;;;1;;;2;;1;;;;;;1;;;
90999;28;;;1;1;3;1;;2;3;2;2;3;;1;3;3;;2;;1;
91010;2;;;1;1;;;;;;;;;;;;;;;;;
91030;2;2;;;;;;;;;;;;;;;;;;;;
91110;1;1;;;;;;;;;;;;;;;;;;;;
91120;1;1;;;;;;;;;;;;;;;;;;;;
91122;1;;;;;;;1;;;;;;;;;;;;;;
91299;2;1;;1;;;;;;;;;;;;;;;;;;
92002;72;32;23;9;6;1;;;1;;;;;;;;;;;;;
92004;2;1;1;;;;;;;;;;;;;;;;;;;
92012;21;6;6;1;;;1;3;2;;;;;;;;1;1;;;;
92019;2;1;1;;;;;;;;;;;;;;;;;;;
92081;3;3;;;;;;;;;;;;;;;;;;;;
92083;2;;1;;1;;;;;;;;;;;;;;;;;
92100;7;3;2;;;2;;;;;;;;;;;;;;;;
92136;2;;;1;;;;;;;;;;;;;;;1;;;
92225;5;1;2;1;;;1;;;;;;;;;;;;;;;
92230;5;5;;;;;;;;;;;;;;;;;;;;
92235;6;6;;;;;;;;;;;;;;;;;;;;
92250;3;;1;2;;;;;;;;;;;;;;;;;;
92270;2;1;;;;;;;;;;;;;;;;;;;1;
92285;51;49;2;;;;;;;;;;;;;;;;;;;
92311;1;1;;;;;;;;;;;;;;;;;;;;
92499;35;25;3;2;1;1;1;;2;;;;;;;;;;;;;
92506;152;;1;2;5;6;3;5;2;2;3;5;9;8;12;20;16;19;15;4;9;6
92507;76;;;;;;1;;1;;2;;3;6;5;7;12;14;12;8;3;2
92511;85;69;8;2;;3;;;1;;;;;;;;;1;1;;;
92526;169;1;1;2;2;;3;1;3;2;3;3;7;5;16;11;23;16;19;25;17;9
92553;1;1;;;;;;;;;;;;;;;;;;;;
92557;2;2;;;;;;;;;;;;;;;;;;;;
92567;2;;2;;;;;;;;;;;;;;;;;;;
92568;2;;;2;;;;;;;;;;;;;;;;;;
92585;2;1;;1;;;;;;;;;;;;;;;;;;
92586;1;;;1;;;;;;;;;;;;;;;;;;
92587;1;;;1;;;;;;;;;;;;;;;;;;
92605;9;;;;;;;;;;;;2;1;;;1;2;;2;1;
92610;494;5;9;23;22;25;14;20;14;6;7;16;17;22;18;42;35;48;43;32;43;33
92611;41;;1;;2;3;;2;1;1;1;1;;3;1;2;3;3;6;2;7;2
92700;21;17;2;;;1;;1;;;;;;;;;;;;;;
92950;3392;1549;811;333;149;89;48;44;23;40;37;23;34;34;25;23;22;27;23;24;20;14
92953;29;5;4;7;2;1;;;;1;;;1;2;1;1;;;;1;3;
92960;1362;825;126;58;46;22;31;38;23;39;27;27;26;20;15;13;8;10;5;2;1;
92961;11;7;1;1;;;;;;1;;1;;;;;;;;;;
92970;1;1;;;;;;;;;;;;;;;;;;;;
92971;3;1;;;;2;;;;;;;;;;;;;;;;
92973;5;2;1;;;1;;;;;;;1;;;;;;;;;
92977;93;30;3;2;3;2;3;;1;2;2;2;2;4;10;6;8;6;2;1;3;1
92978;25;;4;5;1;1;;;1;;;1;;1;2;2;2;3;1;;;1
92979;2;;;;1;;;;;;;;;;;;;;1;;;
92980;126;68;6;5;1;1;1;1;;;3;1;3;6;3;7;3;5;5;2;3;2
92981;18;;9;;1;;1;;1;;;1;1;1;1;;1;;;1;;
92982;13;7;1;2;1;;1;;;;;;;1;;;;;;;;
92984;4;;;1;2;;;;;;;;;;1;;;;;;;
92995;1;1;;;;;;;;;;;;;;;;;;;;
92997;6;;;;;;;;;2;1;1;1;;;;1;;;;;
93000;5948;1993;564;191;255;292;362;450;413;328;225;181;157;113;115;88;69;50;45;16;18;23
93005;313411;45764;40048;18059;14012;13829;15965;18388;20227;20113;20744;17653;15627;12950;10135;8007;6308;4797;3745;2881;2232;1927
93010;19278;3074;1649;1549;1011;860;815;959;1143;1423;1410;1280;1115;848;633;404;345;250;160;149;114;87
93015;296;202;54;20;8;1;3;;;1;1;;1;;;;1;1;1;1;;1
93016;136;7;2;5;1;1;11;8;10;18;8;7;16;17;8;9;2;3;1;;2;
93017;8042;1459;680;588;362;174;100;91;197;237;232;283;341;388;443;454;397;363;364;322;313;254
93018;234;63;33;3;3;15;6;4;11;8;6;10;8;8;16;16;7;8;3;4;1;1
93040;3;;;;1;;;;;1;;;;;;1;;;;;;
93041;7023;1127;948;1004;488;291;217;279;391;443;373;322;265;210;171;126;96;90;60;63;46;13
93042;164;1;26;18;33;7;2;1;3;4;8;4;6;2;5;3;3;7;8;7;7;9
93224;2;;;;;;;;1;;;;;;;1;;;;;;
93225;210;4;28;42;28;11;11;12;8;10;11;13;5;6;5;5;2;4;1;2;;2
93226;214;1;7;28;42;28;9;12;14;9;9;12;14;5;5;5;4;2;5;1;2;
93227;20;;;;2;1;2;1;1;4;1;1;3;1;2;;1;;;;;
93228;3;;;1;;;;;;;;;;1;;;;;1;;;
93268;70;7;1;1;;1;;1;5;8;6;8;10;4;7;3;3;2;2;1;;
93270;7;;;;;1;;1;1;1;;;1;2;;;;;;;;
93271;65;1;17;7;2;1;4;;4;;2;;5;2;5;3;3;4;3;1;1;
93272;9;3;;;;;;1;;1;;1;;;1;2;;;;;;
93278;58;37;18;1;;;;;;;;;;;1;;;1;;;;
93279;2;1;;;;;;;;;;;;;;;;;;1;;
93280;20;6;3;1;;;;;;1;;1;1;3;1;;1;;;1;1;
93282;6;3;;;;;;;;1;;1;;;;;;;;1;;
93283;4;2;;;1;;1;;;;;;;;;;;;;;;
93284;4;1;2;;;;;;;;;;;;;;;;;1;;
93286;1;1;;;;;;;;;;;;;;;;;;;;
93288;50;40;5;;;;;;;;1;;;;1;;1;;1;1;;
93289;34;22;5;;1;;;;;;;;1;;1;1;1;2;;;;
93290;1;1;;;;;;;;;;;;;;;;;;;;
93291;3;;;;;;1;;1;1;;;;;;;;;;;;
93292;4;3;1;;;;;;;;;;;;;;;;;;;
93293;1;;;;;;;;1;;;;;;;;;;;;;
93303;59;14;11;11;2;1;2;6;2;;2;3;1;1;;;;3;;;;
93304;8;1;1;2;;;1;;;;;1;;;;;1;;;1;;
93306;6366;507;434;328;200;118;127;108;132;136;229;287;316;359;408;452;438;466;363;372;336;250
93307;346;91;35;17;8;4;4;6;5;6;10;8;10;5;8;11;13;23;19;25;22;16
93308;293;43;19;36;14;16;8;8;6;14;11;10;5;16;10;14;13;14;13;9;10;4
93312;67;21;6;6;4;1;;2;1;3;1;1;1;2;2;2;3;6;;1;2;2
93313;9;9;;;;;;;;;;;;;;;;;;;;
93314;16;8;3;2;3;;;;;;;;;;;;;;;;;
93317;1;1;;;;;;;;;;;;;;;;;;;;
93318;68;66;1;;;;;;;1;;;;;;;;;;;;
93320;744;26;12;45;21;11;8;10;15;104;97;64;43;43;28;16;25;23;29;38;47;39
93321;129;19;24;12;17;5;2;15;11;6;2;1;3;;1;3;1;3;3;;;1
93325;854;2;63;40;49;37;15;11;27;25;108;100;63;44;46;31;17;31;25;34;37;49
93350;1378;44;13;82;57;45;25;11;17;32;36;141;144;126;124;107;83;64;71;65;51;40
93351;52;11;3;;;;1;;;;2;4;6;2;4;6;5;1;4;2;;1
93451;4;1;1;;1;;;;;;;;;;;1;;;;;;
93452;14;9;2;;;;;1;;;;2;;;;;;;;;;
93454;80;34;12;10;4;4;1;3;;3;2;;1;;1;3;1;;1;;;
93455;9;2;1;3;;;;1;;;;;;;;;;1;;;1;
93458;728;385;46;60;22;5;5;1;2;4;6;6;10;20;15;28;29;27;18;18;8;13
93459;95;37;8;9;5;2;4;;1;;1;2;1;3;1;5;5;6;2;1;2;
93460;54;31;4;10;2;1;;;;;;;;1;1;;1;1;2;;;
93461;7;6;;;;;;;;;;;;;1;;;;;;;
93462;1;;;1;;;;;;;;;;;;;;;;;;
93503;6;1;5;;;;;;;;;;;;;;;;;;;
93510;1;;;;;;;;;;;;;;1;;;;;;;
93565;9;;;;;;;;;;;;;1;;;;4;1;;1;2
93566;4;;3;1;;;;;;;;;;;;;;;;;;
93567;49;;32;2;;;1;;;;;;;;2;1;3;3;2;;2;1
93571;42;;15;7;4;1;1;;1;;1;;;1;1;3;1;2;;3;1;
93572;6;;;1;3;1;;;;;;;;;;;1;;;;;
93600;1;1;;;;;;;;;;;;;;;;;;;;
93609;3;1;1;;;;;;1;;;;;;;;;;;;;
93612;1;;1;;;;;;;;;;;;;;;;;;;
93613;9;;1;;2;1;;;;;;;1;;;1;;1;1;;;1
93620;11;5;;1;;;;;;;;;1;1;;;;;1;2;;
93621;9;;;2;;1;1;;;1;;;;1;;;;;1;1;1;
93622;3;;;;;;;;;;;;;;;;;;;1;1;1
93623;6;;1;;2;;;;;;1;;;;1;;;;;;;1
93631;1;;;1;;;;;;;;;;;;;;;;;;
93641;4;;;2;;;;;;;;;;;1;;;1;;;;
93651;7;3;2;;;;;;;;;;;;1;;;;;;1;
93652;1;;1;;;;;;;;;;;;;;;;;;;
93660;18;2;2;1;2;2;;1;;;;;;;2;;;2;2;1;;1
93662;1;;;1;;;;;;;;;;;;;;;;;;
93701;2;;;;;;;;;;;;1;;;;;;1;;;
93724;1;1;;;;;;;;;;;;;;;;;;;;
93740;3;2;;1;;;;;;;;;;;;;;;;;;
93770;8;1;5;;2;;;;;;;;;;;;;;;;;
93798;1;;;;;;;;;1;;;;;;;;;;;;
93799;669;39;12;15;14;10;7;5;9;7;31;29;43;51;71;52;70;46;57;37;30;34
93880;2896;49;147;157;136;129;104;120;100;136;143;156;156;167;152;175;163;169;149;137;134;117
93882;15;2;3;2;;2;2;1;;2;;1;;;;;;;;;;
93886;4;;;;;;1;1;;1;;;;;;;;;1;;;
93922;211;45;17;14;14;16;18;20;10;9;6;12;2;2;2;5;4;5;1;5;1;3
93923;86;11;2;6;6;5;5;7;6;6;1;5;3;5;2;5;3;2;2;3;;1
93924;4;;2;;;;;;;1;1;;;;;;;;;;;
93925;194;17;32;14;9;15;15;11;10;9;7;7;9;3;7;5;5;5;6;;7;1
93926;526;106;76;48;38;48;42;30;27;22;18;20;14;9;5;7;6;3;2;;3;2
93930;24;3;5;3;1;3;1;;1;3;2;1;;;1;;;;;;;
93931;134;35;20;11;8;9;7;5;13;5;7;3;2;4;;3;;;2;;;
93965;436;35;47;19;23;25;37;36;39;30;34;23;16;22;8;10;8;7;6;6;3;2
93970;5842;982;799;492;356;345;300;271;286;281;286;248;217;171;141;123;126;131;65;83;65;74
93971;12458;3416;2202;1209;832;786;771;690;544;420;355;296;234;170;136;94;82;59;60;42;32;28
93975;2334;40;369;372;172;140;167;181;194;180;143;118;93;73;30;25;11;12;4;4;3;3
93976;1882;95;90;76;78;73;66;102;130;135;135;126;110;129;104;111;70;90;68;49;21;24
93978;70;1;3;1;3;3;4;6;4;3;3;8;5;8;6;3;1;1;3;1;2;1
93979;44;15;13;4;;;1;;3;2;3;1;1;;;;1;;;;;
93980;1;;;;;1;;;;;;;;;;;;;;;;
93990;35;6;6;2;4;1;1;2;;3;4;;1;1;;1;2;;;;;1
94002;1187;92;203;119;53;48;26;39;35;26;45;48;36;43;52;44;57;49;52;41;42;37
94003;111;4;8;11;4;2;3;5;3;3;1;3;4;4;11;6;6;4;5;12;3;9
94004;5;;4;1;;;;;;;;;;;;;;;;;;
94010;752;198;129;21;25;4;7;24;21;24;25;31;36;31;32;27;27;27;21;12;20;10
94060;123;36;30;12;3;3;3;5;4;4;5;3;4;3;1;2;1;;;1;2;1
94150;600;151;140;41;30;24;40;23;43;28;25;13;11;9;7;4;3;2;3;1;2;
94200;3;;;;;;;;;;;;;;;;;2;;;1;
94360;1;;1;;;;;;;;;;;;;;;;;;;
94375;7;;1;1;;1;;;1;;;;;;;;2;;1;;;
94610;3;3;;;;;;;;;;;;;;;;;;;;
94620;2;1;1;;;;;;;;;;;;;;;;;;;
94640;70125;16924;17586;9228;4232;2577;2240;2021;2055;1975;1769;1630;1493;1253;1116;877;724;653;577;458;409;328
94642;15;1;1;2;2;;;;3;;;1;2;;1;2;;;;;;
94644;5709;978;1214;998;403;274;246;220;198;207;175;185;163;118;99;71;58;34;23;18;16;11
94645;1094;20;194;237;150;90;71;53;33;38;41;38;23;25;19;10;16;9;10;5;4;8
94660;1578;369;286;101;65;37;36;42;34;38;52;49;60;60;48;52;63;42;47;41;27;29
94662;1;;;;;;;;;;;;;;;;;;1;;;
94664;18998;2778;5067;3576;1507;755;664;666;639;543;530;467;421;313;270;237;157;128;99;71;55;55
94667;110;;7;8;5;6;3;8;5;2;10;6;3;4;6;5;3;5;7;7;6;4
94668;49;;;2;3;4;4;3;;3;1;4;1;3;3;;2;2;4;2;4;4
94681;1;;;;;1;;;;;;;;;;;;;;;;
94690;1;1;;;;;;;;;;;;;;;;;;;;
94726;6;1;;;;1;;;;;;1;1;;;;;1;1;;;
94727;1;;;;;;;;;;;;;;;;;;;1;;
94728;4;;1;;1;;;;;;1;;;;1;;;;;;;
94729;8;;;;;;1;;;1;;;1;1;;1;1;1;1;;;
94750;1;;;;;;;1;;;;;;;;;;;;;;
94760;104616;38422;18364;9429;5421;3980;3433;3447;3362;3266;2810;2680;2351;1925;1489;1147;854;670;530;430;332;274
94761;50055;614;5334;7910;5130;3499;2550;2317;2364;2483;2709;2805;2585;2342;1973;1520;1217;920;647;544;363;229
94762;6644;853;517;435;315;232;211;248;328;379;391;359;376;352;333;249;254;211;194;157;146;104
94770;326;3;27;61;30;26;25;18;22;24;14;17;8;10;5;7;4;3;4;7;8;3
94799;3786;664;548;371;282;156;107;133;148;161;156;152;137;125;118;96;85;87;68;82;58;52
95027;1;;;1;;;;;;;;;;;;;;;;;;
95115;1;1;;;;;;;;;;;;;;;;;;;;
95806;3;;;;;;;;;;;;;;;1;;;;1;1;
95807;2;;;;;1;;;;;;1;;;;;;;;;;
95810;1;;;;;;;1;;;;;;;;;;;;;;
95812;18;1;2;2;;1;;2;;;;;;;;1;;;3;1;3;2
95813;13;4;1;;;1;;;1;;;;;;;;1;1;1;;2;1
95816;229;10;4;4;10;10;23;9;8;11;9;9;7;4;8;13;10;16;22;12;12;18
95819;204;7;6;4;4;2;2;6;3;5;9;4;5;11;10;14;16;21;19;20;19;17
95822;2;;;;;;1;;;;;;;;;;;1;;;;
95827;1;1;;;;;;;;;;;;;;;;;;;;
95830;1;;;;;1;;;;;;;;;;;;;;;;
95920;2;;;;1;;;;;;;;1;;;;;;;;;
95950;4;1;1;1;;1;;;;;;;;;;;;;;;;
95951;2;1;;;;;;;;;;1;;;;;;;;;;
95953;1;1;;;;;;;;;;;;;;;;;;;;
95954;1;1;;;;;;;;;;;;;;;;;;;;
95957;6;2;1;1;;;;;;;;;2;;;;;;;;;
95978;2;1;;;;1;;;;;;;;;;;;;;;;
95979;1;;;;;;1;;;;;;;;;;;;;;;
95991;1;;;;1;;;;;;;;;;;;;;;;;
95992;6;4;;;;;;;;;;;;;;;1;1;;;;
96105;4;;;;;;;;;;;;;;1;;;1;;1;;1
96150;2208;249;14;20;8;4;5;86;277;287;419;360;153;143;89;38;16;20;4;5;4;7
96152;1970;1;32;14;17;7;3;5;86;276;285;415;361;152;142;89;37;16;19;4;5;4
96154;99;;;2;;2;;;2;1;15;9;24;18;7;9;7;1;1;1;;
96360;56645;13402;5448;4150;2623;2765;3267;3624;3681;3360;3011;2584;2047;1718;1351;979;744;596;458;378;266;193
96361;139271;14023;14878;17764;12649;9075;8397;8642;8568;8188;7218;6105;4979;4172;3652;2861;2175;1752;1419;1192;905;657
96365;60702;15898;7876;5144;3072;2271;2334;2617;2835;2859;2644;2357;2081;1773;1567;1290;1037;928;702;604;491;322
96366;12664;207;2784;1729;1201;778;582;559;517;545;539;476;422;400;380;316;283;230;206;199;192;119
96367;6238;136;1040;860;501;357;297;221;256;275;304;261;249;250;227;200;177;145;158;116;103;105
96368;1535;13;395;259;194;106;65;35;41;39;37;41;45;27;40;38;38;26;24;25;23;24
96369;2;1;;;;;;;;;;;;;;1;;;;;;
96370;29;1;;;;1;1;;;2;3;4;2;4;3;1;3;1;1;1;;1
96371;4;1;;;;;;;1;1;1;;;;;;;;;;;
96372;228502;99402;46086;28122;14304;8384;5881;4763;4081;3496;2883;2438;1898;1474;1167;1009;813;654;524;464;359;300
96373;24;12;5;1;2;1;;1;;1;;;;;1;;;;;;;
96374;487125;225195;55286;33363;20713;13798;14652;16078;17296;16286;15017;12796;10398;8502;6923;5531;4205;3141;2524;2235;1840;1346
96375;376313;2997;124112;74644;41258;21702;12313;11076;11806;12331;11711;10615;8950;7280;5984;5041;4016;3154;2350;1864;1767;1342
96376;133470;722;12125;28035;21510;16806;10717;6508;5181;4784;4671;4175;3787;3127;2548;2090;1742;1446;1143;915;755;683
96379;2862;189;219;197;142;141;166;162;188;180;167;184;160;156;136;108;92;84;63;50;37;41
96401;6;2;1;;1;;;;;;1;;;;;;1;;;;;
96409;5;1;2;;;1;;;;;;;;;;;1;;;;;
96411;4;;2;;;;;1;;;;;;;;;;;;;1;
96413;54;3;32;8;2;3;1;1;1;;;;;1;1;;;;;;1;
96415;32;1;;17;5;2;2;;1;2;;;;;;1;;;;1;;
96417;18;;;;12;4;1;1;;;;;;;;;;;;;;
96420;1;1;;;;;;;;;;;;;;;;;;;;
96422;1;;;;;;;;;;;;;;;;;;1;;;
96450;2;1;1;;;;;;;;;;;;;;;;;;;
96523;28;22;1;1;;1;;;;1;;1;;;;;1;;;;;
96999;1;1;;;;;;;;;;;;;;;;;;;;
97001;3229;40;50;46;57;98;94;98;76;103;99;119;146;166;185;236;242;258;283;291;289;253
97002;6;;;1;;;;;;;1;;;1;;;1;;;;2;
97003;847;1;2;2;6;6;18;27;24;21;26;33;43;43;52;53;90;71;67;89;81;92
97004;1;;;;;;;;;;;;;;;1;;;;;;
97014;2;1;;;1;;;;;;;;;;;;;;;;;
97022;1;;;;;1;;;;;;;;;;;;;;;;
97028;1;1;;;;;;;;;;;;;;;;;;;;
97033;1;;;;;;;;;;;;;;;;;;1;;;
